"iso3c","Dim2","lg","age_group"
"TGO","35-39 years",36.545,"35-40"
"TGO","40-44 years",32.25,"40-45"
"TGO","45-49 years",28.155,"45-50"
"TGO","50-54 years",24.225,"50-55"
"TGO","55-59 years",20.535,"55-60"
"TGO","60-64 years",17.045,"60-65"
"TGO","65-69 years",13.895,"65-70"
"TGO","70-74 years",11.035,"70-75"
"TGO","75-79 years",8.605,"75-80"
"TGO","80+",6.52,"80+"
"THA","0-4",77.7,"0-5"
"THA","5-9 years",73.39,"5-10"
"THA","10-14 years",68.51,"10-15"
"THA","15-19  years",63.675,"15-20"
"THA","20-24 years",58.935,"20-25"
"THA","25-29 years",54.26,"25-30"
"THA","30-34 years",49.665,"30-35"
"THA","35-39 years",45.145,"35-40"
"THA","40-44 years",40.68,"40-45"
"THA","45-49 years",36.26,"45-50"
"THA","50-54 years",31.9,"50-55"
"THA","55-59 years",27.635,"55-60"
"THA","60-64 years",23.48,"60-65"
"THA","65-69 years",19.52,"65-70"
"THA","70-74 years",15.835,"70-75"
"THA","75-79 years",12.46,"75-80"
"THA","80+",9.44,"80+"
"TJK","0-4",70.695,"0-5"
"TJK","5-9 years",66.995,"5-10"
"TJK","10-14 years",62.035,"10-15"
"TJK","15-19  years",57.08,"15-20"
"TJK","20-24 years",52.225,"20-25"
"TJK","25-29 years",47.445,"25-30"
"TJK","30-34 years",42.705,"30-35"
"TJK","35-39 years",38.015,"35-40"
"TJK","40-44 years",33.39,"40-45"
"TJK","45-49 years",28.845,"45-50"
"TJK","50-54 years",24.395,"50-55"
"TJK","55-59 years",20.11,"55-60"
"TJK","60-64 years",16.145,"60-65"
"TJK","65-69 years",12.58,"65-70"
"TJK","70-74 years",9.59,"70-75"
"TJK","75-79 years",7.13,"75-80"
"TJK","80+",5.23,"80+"
"TKM","0-4",71.55,"0-5"
"TKM","5-9 years",67.955,"5-10"
"TKM","10-14 years",63.075,"10-15"
"TKM","15-19  years",58.185,"15-20"
"TKM","20-24 years",53.44,"20-25"
"TKM","25-29 years",48.68,"25-30"
"TKM","30-34 years",43.95,"30-35"
"TKM","35-39 years",39.32,"35-40"
"TKM","40-44 years",34.785,"40-45"
"TKM","45-49 years",30.4,"45-50"
"TKM","50-54 years",26.21,"50-55"
"TKM","55-59 years",22.185,"55-60"
"TKM","60-64 years",18.59,"60-65"
"TKM","65-69 years",15.18,"65-70"
"TKM","70-74 years",12.7,"70-75"
"TKM","75-79 years",10.72,"75-80"
"TKM","80+",8.72,"80+"
"TLS","0-4",71.21,"0-5"
"TLS","5-9 years",67.665,"5-10"
"TLS","10-14 years",62.98,"10-15"
"TLS","15-19  years",58.2,"15-20"
"TLS","20-24 years",53.42,"20-25"
"TLS","25-29 years",48.695,"25-30"
"TLS","30-34 years",43.975,"30-35"
"TLS","35-39 years",39.29,"35-40"
"TLS","40-44 years",34.67,"40-45"
"TLS","45-49 years",30.17,"45-50"
"TLS","50-54 years",25.84,"50-55"
"TLS","55-59 years",21.735,"55-60"
"TLS","60-64 years",17.895,"60-65"
"TLS","65-69 years",14.425,"65-70"
"TLS","70-74 years",11.32,"70-75"
"TLS","75-79 years",8.655,"75-80"
"TLS","80+",6.41,"80+"
"TON","0-4",72.79,"0-5"
"TON","5-9 years",68.96,"5-10"
"TON","10-14 years",64.06,"10-15"
"TON","15-19  years",59.11,"15-20"
"TON","20-24 years",54.295,"20-25"
"TON","25-29 years",49.55,"25-30"
"TON","30-34 years",44.815,"30-35"
"TON","35-39 years",40.135,"35-40"
"TON","40-44 years",35.55,"40-45"
"TON","45-49 years",31.11,"45-50"
"TON","50-54 years",26.855,"50-55"
"TON","55-59 years",22.825,"55-60"
"TON","60-64 years",19.1,"60-65"
"TON","65-69 years",15.64,"65-70"
"TON","70-74 years",12.515,"70-75"
"TON","75-79 years",9.73,"75-80"
"TON","80+",7.295,"80+"
"TTO","0-4",76.44,"0-5"
"TTO","5-9 years",72.585,"5-10"
"TTO","10-14 years",67.645,"10-15"
"TTO","15-19  years",62.74,"15-20"
"TTO","20-24 years",58.045,"20-25"
"TTO","25-29 years",53.555,"25-30"
"TTO","30-34 years",48.935,"30-35"
"TTO","35-39 years",44.38,"35-40"
"TTO","40-44 years",39.825,"40-45"
"TTO","45-49 years",35.35,"45-50"
"TTO","50-54 years",30.95,"50-55"
"TTO","55-59 years",26.785,"55-60"
"TTO","60-64 years",22.71,"60-65"
"TTO","65-69 years",18.945,"65-70"
"TTO","70-74 years",15.365,"70-75"
"TTO","75-79 years",12.055,"75-80"
"TTO","80+",9.115,"80+"
"TUN","0-4",77.21,"0-5"
"TUN","5-9 years",73.385,"5-10"
"TUN","10-14 years",68.5,"10-15"
"TUN","15-19  years",63.605,"15-20"
"TUN","20-24 years",58.73,"20-25"
"TUN","25-29 years",53.91,"25-30"
"TUN","30-34 years",49.1,"30-35"
"TUN","35-39 years",44.32,"35-40"
"TUN","40-44 years",39.555,"40-45"
"TUN","45-49 years",34.855,"45-50"
"TUN","50-54 years",30.24,"50-55"
"TUN","55-59 years",25.75,"55-60"
"TUN","60-64 years",21.49,"60-65"
"TUN","65-69 years",17.49,"65-70"
"TUN","70-74 years",13.81,"70-75"
"TUN","75-79 years",10.52,"75-80"
"TUN","80+",7.65,"80+"
"TUR","0-4",78.555,"0-5"
"TUR","5-9 years",74.355,"5-10"
"TUR","10-14 years",69.415,"10-15"
"TUR","15-19  years",64.485,"15-20"
"TUR","20-24 years",59.59,"20-25"
"TUR","25-29 years",54.7,"25-30"
"TUR","30-34 years",49.815,"30-35"
"TUR","35-39 years",44.94,"35-40"
"TUR","40-44 years",40.105,"40-45"
"TUR","45-49 years",35.34,"45-50"
"TUR","50-54 years",30.685,"50-55"
"TUR","55-59 years",26.205,"55-60"
"TUR","60-64 years",21.925,"60-65"
"TUR","65-69 years",17.92,"65-70"
"TUR","70-74 years",14.235,"70-75"
"TUR","75-79 years",11.025,"75-80"
"TUR","80+",8.28,"80+"
"TZA","0-4",68.825,"0-5"
"TZA","5-9 years",65.845,"5-10"
"TZA","10-14 years",61.35,"10-15"
"TZA","15-19  years",56.555,"15-20"
"TZA","20-24 years",51.855,"20-25"
"TZA","25-29 years",47.235,"25-30"
"TZA","30-34 years",42.685,"30-35"
"TZA","35-39 years",38.23,"35-40"
"TZA","40-44 years",33.885,"40-45"
"TZA","45-49 years",29.685,"45-50"
"TZA","50-54 years",25.62,"50-55"
"TZA","55-59 years",21.75,"55-60"
"TZA","60-64 years",18.06,"60-65"
"TZA","65-69 years",14.695,"65-70"
"TZA","70-74 years",11.625,"70-75"
"TZA","75-79 years",9.015,"75-80"
"TZA","80+",6.81,"80+"
"UGA","0-4",67.93,"0-5"
"UGA","5-9 years",64.77,"5-10"
"UGA","10-14 years",60.31,"10-15"
"UGA","15-19  years",55.62,"15-20"
"UGA","20-24 years",50.97,"20-25"
"UGA","25-29 years",46.375,"25-30"
"UGA","30-34 years",41.85,"30-35"
"UGA","35-39 years",37.425,"35-40"
"UGA","40-44 years",33.115,"40-45"
"UGA","45-49 years",28.955,"45-50"
"UGA","50-54 years",24.93,"50-55"
"UGA","55-59 years",21.125,"55-60"
"UGA","60-64 years",17.525,"60-65"
"UGA","65-69 years",14.23,"65-70"
"UGA","70-74 years",11.25,"70-75"
"UGA","75-79 years",8.72,"75-80"
"UGA","80+",6.605,"80+"
"UKR","0-4",72.905,"0-5"
"UKR","5-9 years",68.555,"5-10"
"UKR","10-14 years",63.605,"10-15"
"UKR","15-19  years",58.66,"15-20"
"UKR","20-24 years",53.79,"20-25"
"UKR","25-29 years",48.975,"25-30"
"UKR","30-34 years",44.245,"30-35"
"UKR","35-39 years",39.655,"35-40"
"UKR","40-44 years",35.215,"40-45"
"UKR","45-49 years",30.96,"45-50"
"UKR","50-54 years",26.835,"50-55"
"UKR","55-59 years",22.865,"55-60"
"UKR","60-64 years",19.08,"60-65"
"UKR","65-69 years",15.61,"65-70"
"UKR","70-74 years",12.47,"70-75"
"UKR","75-79 years",9.675,"75-80"
"UKR","80+",7.485,"80+"
"URY","0-4",77.02,"0-5"
"URY","5-9 years",72.53,"5-10"
"URY","10-14 years",67.565,"10-15"
"URY","15-19  years",62.625,"15-20"
"URY","20-24 years",57.82,"20-25"
"URY","25-29 years",53.135,"25-30"
"URY","30-34 years",48.415,"30-35"
"URY","35-39 years",43.7,"35-40"
"URY","40-44 years",39.04,"40-45"
"URY","45-49 years",34.44,"45-50"
"URY","50-54 years",29.925,"50-55"
"URY","55-59 years",25.57,"55-60"
"URY","60-64 years",21.47,"60-65"
"URY","65-69 years",17.69,"65-70"
"URY","70-74 years",14.17,"70-75"
"URY","75-79 years",11.08,"75-80"
"URY","80+",8.36,"80+"
"USA","0-4",78.505,"0-5"
"USA","5-9 years",74,"5-10"
"USA","10-14 years",69.045,"10-15"
"USA","15-19  years",64.1,"15-20"
"USA","20-24 years",59.24,"20-25"
"USA","25-29 years",54.49,"25-30"
"USA","30-34 years",49.785,"30-35"
"USA","35-39 years",45.135,"35-40"
"USA","40-44 years",40.51,"40-45"
"USA","45-49 years",35.91,"45-50"
"USA","50-54 years",31.42,"50-55"
"USA","55-59 years",27.115,"55-60"
"USA","60-64 years",23.08,"60-65"
"USA","65-69 years",19.215,"65-70"
"USA","70-74 years",15.505,"70-75"
"USA","75-79 years",12.125,"75-80"
"USA","80+",9.025,"80+"
"UZB","0-4",73.12,"0-5"
"UZB","5-9 years",69.25,"5-10"
"UZB","10-14 years",64.375,"10-15"
"UZB","15-19  years",59.495,"15-20"
"UZB","20-24 years",54.7,"20-25"
"UZB","25-29 years",49.915,"25-30"
"UZB","30-34 years",45.125,"30-35"
"UZB","35-39 years",40.375,"35-40"
"UZB","40-44 years",35.715,"40-45"
"UZB","45-49 years",31.13,"45-50"
"UZB","50-54 years",26.71,"50-55"
"UZB","55-59 years",22.46,"55-60"
"UZB","60-64 years",18.57,"60-65"
"UZB","65-69 years",14.805,"65-70"
"UZB","70-74 years",11.92,"70-75"
"UZB","75-79 years",9.12,"75-80"
"UZB","80+",7.26,"80+"
"VCT","0-4",73.355,"0-5"
"VCT","5-9 years",69.445,"5-10"
"VCT","10-14 years",64.55,"10-15"
"VCT","15-19  years",59.755,"15-20"
"VCT","20-24 years",55.075,"20-25"
"VCT","25-29 years",50.445,"25-30"
"VCT","30-34 years",45.91,"30-35"
"VCT","35-39 years",41.46,"35-40"
"VCT","40-44 years",36.875,"40-45"
"VCT","45-49 years",32.76,"45-50"
"VCT","50-54 years",28.62,"50-55"
"VCT","55-59 years",24.645,"55-60"
"VCT","60-64 years",20.895,"60-65"
"VCT","65-69 years",17.305,"65-70"
"VCT","70-74 years",13.88,"70-75"
"VCT","75-79 years",10.925,"75-80"
"VCT","80+",8.1,"80+"
"VEN","0-4",74.94,"0-5"
"VEN","5-9 years",71.195,"5-10"
"VEN","10-14 years",66.295,"10-15"
"VEN","15-19  years",61.415,"15-20"
"VEN","20-24 years",56.905,"20-25"
"VEN","25-29 years",52.59,"25-30"
"VEN","30-34 years",48.08,"30-35"
"VEN","35-39 years",43.56,"35-40"
"VEN","40-44 years",39.05,"40-45"
"VEN","45-49 years",34.495,"45-50"
"VEN","50-54 years",30.025,"50-55"
"VEN","55-59 years",25.71,"55-60"
"VEN","60-64 years",21.635,"60-65"
"VEN","65-69 years",18.05,"65-70"
"VEN","70-74 years",14.445,"70-75"
"VEN","75-79 years",11.075,"75-80"
"VEN","80+",8.07,"80+"
"VNM","0-4",73.985,"0-5"
"VNM","5-9 years",70.275,"5-10"
"VNM","10-14 years",65.34,"10-15"
"VNM","15-19  years",60.44,"15-20"
"VNM","20-24 years",55.635,"20-25"
"VNM","25-29 years",50.875,"25-30"
"VNM","30-34 years",46.105,"30-35"
"VNM","35-39 years",41.34,"35-40"
"VNM","40-44 years",36.65,"40-45"
"VNM","45-49 years",32.065,"45-50"
"VNM","50-54 years",27.65,"50-55"
"VNM","55-59 years",23.435,"55-60"
"VNM","60-64 years",19.455,"60-65"
"VNM","65-69 years",15.76,"65-70"
"VNM","70-74 years",12.39,"70-75"
"VNM","75-79 years",9.45,"75-80"
"VNM","80+",6.94,"80+"
"VUT","0-4",65.93,"0-5"
"VUT","5-9 years",62.21,"5-10"
"VUT","10-14 years",57.385,"10-15"
"VUT","15-19  years",52.52,"15-20"
"VUT","20-24 years",47.825,"20-25"
"VUT","25-29 years",43.32,"25-30"
"VUT","30-34 years",38.895,"30-35"
"VUT","35-39 years",34.555,"35-40"
"VUT","40-44 years",30.35,"40-45"
"VUT","45-49 years",26.34,"45-50"
"VUT","50-54 years",22.555,"50-55"
"VUT","55-59 years",19.01,"55-60"
"VUT","60-64 years",15.75,"60-65"
"VUT","65-69 years",12.805,"65-70"
"VUT","70-74 years",10.125,"70-75"
"VUT","75-79 years",7.765,"75-80"
"VUT","80+",5.725,"80+"
"WSM","0-4",70.505,"0-5"
"WSM","5-9 years",66.35,"5-10"
"WSM","10-14 years",61.465,"10-15"
"WSM","15-19  years",56.57,"15-20"
"WSM","20-24 years",51.795,"20-25"
"WSM","25-29 years",47.165,"25-30"
"WSM","30-34 years",42.575,"30-35"
"WSM","35-39 years",38.045,"35-40"
"WSM","40-44 years",33.61,"40-45"
"WSM","45-49 years",29.325,"45-50"
"WSM","50-54 years",25.245,"50-55"
"WSM","55-59 years",21.405,"55-60"
"WSM","60-64 years",17.835,"60-65"
"WSM","65-69 years",14.57,"65-70"
"WSM","70-74 years",11.585,"70-75"
"WSM","75-79 years",8.945,"75-80"
"WSM","80+",6.67,"80+"
"YEM","0-4",68.705,"0-5"
"YEM","5-9 years",65.745,"5-10"
"YEM","10-14 years",61.15,"10-15"
"YEM","15-19  years",56.525,"15-20"
"YEM","20-24 years",51.905,"20-25"
"YEM","25-29 years",47.44,"25-30"
"YEM","30-34 years",42.935,"30-35"
"YEM","35-39 years",38.44,"35-40"
"YEM","40-44 years",33.985,"40-45"
"YEM","45-49 years",29.635,"45-50"
"YEM","50-54 years",25.43,"50-55"
"YEM","55-59 years",21.46,"55-60"
"YEM","60-64 years",17.74,"60-65"
"YEM","65-69 years",14.395,"65-70"
"YEM","70-74 years",11.375,"70-75"
"YEM","75-79 years",8.795,"75-80"
"YEM","80+",6.585,"80+"
"ZAF","0-4",66.11,"0-5"
"ZAF","5-9 years",62.57,"5-10"
"ZAF","10-14 years",57.72,"10-15"
"ZAF","15-19  years",52.88,"15-20"
"ZAF","20-24 years",48.255,"20-25"
"ZAF","25-29 years",43.92,"25-30"
"ZAF","30-34 years",39.945,"30-35"
"ZAF","35-39 years",36.315,"35-40"
"ZAF","40-44 years",32.81,"40-45"
"ZAF","45-49 years",29.335,"45-50"
"ZAF","50-54 years",25.805,"50-55"
"ZAF","55-59 years",22.345,"55-60"
"ZAF","60-64 years",18.93,"60-65"
"ZAF","65-69 years",15.695,"65-70"
"ZAF","70-74 years",12.68,"70-75"
"ZAF","75-79 years",9.77,"75-80"
"ZAF","80+",7.01,"80+"
"ZMB","0-4",64.275,"0-5"
"ZMB","5-9 years",61.55,"5-10"
"ZMB","10-14 years",56.955,"10-15"
"ZMB","15-19  years",52.185,"15-20"
"ZMB","20-24 years",47.58,"20-25"
"ZMB","25-29 years",43.1,"25-30"
"ZMB","30-34 years",38.7,"30-35"
"ZMB","35-39 years",34.465,"35-40"
"ZMB","40-44 years",30.425,"40-45"
"ZMB","45-49 years",26.63,"45-50"
"ZMB","50-54 years",23,"50-55"
"ZMB","55-59 years",19.595,"55-60"
"ZMB","60-64 years",16.365,"60-65"
"ZMB","65-69 years",13.39,"65-70"
"ZMB","70-74 years",10.66,"70-75"
"ZMB","75-79 years",8.29,"75-80"
"ZMB","80+",6.255,"80+"
"ZWE","0-4",62.175,"0-5"
"ZWE","5-9 years",59.21,"5-10"
"ZWE","10-14 years",54.505,"10-15"
"ZWE","15-19  years",49.85,"15-20"
"ZWE","20-24 years",45.28,"20-25"
"ZWE","25-29 years",40.86,"25-30"
"ZWE","30-34 years",36.505,"30-35"
"ZWE","35-39 years",32.325,"35-40"
"ZWE","40-44 years",28.39,"40-45"
"ZWE","45-49 years",24.77,"45-50"
"ZWE","50-54 years",21.38,"50-55"
"ZWE","55-59 years",18.265,"55-60"
"ZWE","60-64 years",15.29,"60-65"
"ZWE","65-69 years",12.53,"65-70"
"ZWE","70-74 years",9.995,"70-75"
"ZWE","75-79 years",7.775,"75-80"
"ZWE","80+",5.88,"80+"
